Type	IRI	Status	Label
Class	http://purl.obolibrary.org/obo/OBI_0200140	metadata incomplete	mathematical feature
ObjectProperty	http://purl.obolibrary.org/obo/RO_0002000		2D boundary of
Class	http://purl.obolibrary.org/obo/OBI_0200141	metadata complete	log base
Class	http://purl.obolibrary.org/obo/OBI_0200144	pending final vetting	subgraph out-degree calculation
Class	http://purl.obolibrary.org/obo/CHEBI_32142		sodium citrate dihydrate
Class	http://purl.obolibrary.org/obo/OBI_0200143	pending final vetting	subgraph in-degree calculation
Class	http://purl.obolibrary.org/obo/OBI_0200146	pending final vetting	subgraph modularity calculation
Class	http://purl.obolibrary.org/obo/OBI_0200145	pending final vetting	intra subgraph connectivity calculation
Class	http://purl.obolibrary.org/obo/OBI_0200147	pending final vetting	network graph quality calculation
Class	http://purl.obolibrary.org/obo/OBI_0200149	pending final vetting	unit-variance scaling
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000846	metadata complete	is member of organization
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0001213	metadata complete	eBioscience
Class	http://purl.obolibrary.org/obo/PATO_0001421		alive
Class	http://purl.obolibrary.org/obo/PATO_0001422		dead
Class	http://purl.obolibrary.org/obo/OBI_0200131	pending final vetting	quantitative node degree calculation
Class	http://purl.obolibrary.org/obo/OBI_0200130	pending final vetting	node degree calculation
Class	http://purl.obolibrary.org/obo/OBI_0200133	pending final vetting	node out-degree calculation
Class	http://purl.obolibrary.org/obo/OBI_0200132	pending final vetting	node in-degree calculation
Class	http://purl.obolibrary.org/obo/OBI_0200135	pending final vetting	edge quality calculation
Class	http://purl.obolibrary.org/obo/OBI_0200134	pending final vetting	node shortest path identification
Class	http://purl.obolibrary.org/obo/OBI_0200137	pending final vetting	network subgraph quality calculation
Class	http://purl.obolibrary.org/obo/OBI_0200136	pending final vetting	edge betweenness calculation
Class	http://purl.obolibrary.org/obo/OBI_0200139	pending final vetting	quantitative subgraph degree calculation
Class	http://purl.obolibrary.org/obo/OBI_0200138	pending final vetting	subgraph degree calculation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0001224	metadata complete	Cytopeia
Class	http://purl.obolibrary.org/obo/OBI_0001800	metadata complete	IL-8 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0001809	metadata complete	granzyme A release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0200120	metadata complete	variance calculation
Class	http://purl.obolibrary.org/obo/OBI_0200122	metadata complete	interquartile-range calculation
Class	http://purl.obolibrary.org/obo/OBI_0200121	metadata complete	standard deviation calculation
Class	http://purl.obolibrary.org/obo/OBI_0001801	metadata complete	IL-8 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0200124	metadata complete	kurtosis calculation
Class	http://purl.obolibrary.org/obo/OBI_0001802	metadata complete	IL-3 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0200123	metadata complete	skewness calculation
Class	http://purl.obolibrary.org/obo/OBI_0001803	metadata complete	IL-7 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0200126	pending final vetting	network graph construction
Class	http://purl.obolibrary.org/obo/OBI_0001804	metadata complete	IL-7 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0200125	metadata incomplete	data combination
Class	http://purl.obolibrary.org/obo/OBI_0001805	metadata complete	IL-7 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0200128	pending final vetting	directed network graph construction
Class	http://purl.obolibrary.org/obo/OBI_0001806	metadata complete	IL-27 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0200127	pending final vetting	weighted network graph construction
Class	http://purl.obolibrary.org/obo/OBI_0001807	metadata complete	IL-3 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/OBI_0001808	metadata complete	IL-3 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0200129	pending final vetting	node quality calculation
Class	http://purl.obolibrary.org/obo/OBI_0001810	metadata complete	granulysin release|biological activity
Class	http://purl.obolibrary.org/obo/OBI_0001811	metadata complete	IL-27 release|cytometric bead array
Class	http://purl.obolibrary.org/obo/UBERON_0007311		sputum
Class	http://purl.obolibrary.org/obo/OBI_0200111	ready for release	data visualization
Class	http://purl.obolibrary.org/obo/OBI_0200110	ready for release	s transformation
Class	http://purl.obolibrary.org/obo/OBI_0001812	metadata complete	IL-23 release|ICS
Class	http://purl.obolibrary.org/obo/OBI_0200113	ready for release	similarity calculation
Class	http://purl.obolibrary.org/obo/OBI_0001813	metadata complete	IL-27 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0001814	metadata complete	IL-27 release|ELISA
Class	http://purl.obolibrary.org/obo/OBI_0200115	ready for release	pearson correlation coefficient calculation
Class	http://purl.obolibrary.org/obo/OBI_0001815	metadata complete	IL-18 release|RNA/DNA detection
Class	http://purl.obolibrary.org/obo/OBI_0200114	ready for release	euclidean distance calculation
Class	http://purl.obolibrary.org/obo/OBI_0001816	ready for release	epitope specific chemokine (C-X-C motif) ligand 13 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0200117	metadata complete	mode calculation
Class	http://purl.obolibrary.org/obo/OBI_0001817	metadata complete	IL-18 release|ELISPOT
Class	http://purl.obolibrary.org/obo/OBI_0200116	ready for release	loess fitting
Class	http://purl.obolibrary.org/obo/OBI_0001818	ready for release	epitope specific chemokine (C-X-C motif) ligand 12 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0200119	metadata complete	median calculation
Class	http://purl.obolibrary.org/obo/OBI_0001819	ready for release	epitope specific chemokine (C-C motif) ligand 22 production by T cells
Class	http://purl.obolibrary.org/obo/OBI_0200118	pending final vetting	quantile calculation
Class	http://purl.obolibrary.org/obo/IAO_0000098	metadata incomplete	data format specification
Class	http://purl.obolibrary.org/obo/IAO_0000096	metadata incomplete	source code module
Class	http://purl.obolibrary.org/obo/IAO_0000097	example to be eventually removed	obsolete_report table
Class	http://purl.obolibrary.org/obo/IAO_0000091	metadata complete	obsolete_report element
Class	http://purl.obolibrary.org/obo/IAO_0000093		obsolete2_binary executable
Class	http://www.geneontology.org/formats/oboInOwl#SynonymType		
Class	http://purl.obolibrary.org/obo/IAO_0000088	pending final vetting	report
Class	http://purl.obolibrary.org/obo/NCBITaxon_10090		Mus musculus
Class	http://purl.obolibrary.org/obo/BFO_0000148		zero-dimensional temporal region
Class	http://purl.obolibrary.org/obo/BFO_0000146		two-dimensional continuant fiat boundary
Class	http://purl.obolibrary.org/obo/BFO_0000147		zero-dimensional continuant fiat boundary
Class	http://purl.obolibrary.org/obo/HP_0000855		Insulin resistance
Class	http://purl.obolibrary.org/obo/IAO_0000078	pending final vetting	curation status specification
Class	http://purl.obolibrary.org/obo/IAO_0000079	example to be eventually removed	density plot
Class	http://purl.obolibrary.org/obo/PATO_0000918		volume
Class	http://purl.obolibrary.org/obo/BFO_0000140		continuant fiat boundary
Class	http://purl.obolibrary.org/obo/BFO_0000141		immaterial entity
Class	http://purl.obolibrary.org/obo/BFO_0000144		process profile
Class	http://purl.obolibrary.org/obo/IAO_0000065	metadata complete	software interpreter
Class	http://purl.obolibrary.org/obo/BFO_0000145		relational quality
Class	http://purl.obolibrary.org/obo/BFO_0000142		one-dimensional continuant fiat boundary
Class	http://purl.obolibrary.org/obo/IAO_0000064	metadata complete	algorithm
ObjectProperty	http://purl.obolibrary.org/obo/OBI_0000833	ready for release	objective_achieved_by
AnnotationProperty	http://purl.obolibrary.org/obo/RO_0001900		temporal interpretation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000753	metadata incomplete	Waters
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000752	metadata incomplete	Thermo
Class	http://purl.obolibrary.org/obo/ENVO_00010483		environmental material
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000759	metadata incomplete	Illumina
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000758	metadata incomplete	Roche
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000757	metadata incomplete	Helicos
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000756	metadata incomplete	Ambion
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000755	metadata incomplete	GenePattern hierarchical clustering
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000754	metadata incomplete	BIO-RAD
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000764	metadata incomplete	GenePattern k-means clustering
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000763	metadata incomplete	GenePattern LOOCV
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000762	metadata incomplete	GenePattern k-nearest neighbors
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000761	metadata incomplete	GenePattern module SVM
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000760	metadata incomplete	GenePattern PCA
Class	http://purl.obolibrary.org/obo/CL_0000814		mature NK T cell
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000769	metadata incomplete	Li-Cor
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000768	metadata incomplete	GenePattern module CARTXValidation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000767	metadata incomplete	GenePattern CART
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000766	metadata complete	GenePattern module KMeansClustering
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000765	metadata incomplete	Agilent
Class	http://purl.obolibrary.org/obo/OBI_0302914	metadata complete	digital curation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000775	metadata incomplete	GenePattern SVM
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000774	metadata incomplete	GenePattern module HierarchicalClustering
Class	http://purl.obolibrary.org/obo/OBI_0302912	metadata complete	electroporation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000773	metadata incomplete	GenePattern module KNN
Class	http://purl.obolibrary.org/obo/OBI_0302911	metadata complete	validation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000772	metadata incomplete	GenePattern module PeakMatch
Class	http://purl.obolibrary.org/obo/OBI_0302910	metadata complete	prediction
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000771	metadata complete	GenePattern module KNNXValidation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000770	metadata incomplete	Bruker Corporation
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000779	metadata incomplete	Bruker Daltonics
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000778	metadata incomplete	GenePattern peak matching
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000777	metadata complete	GenePattern module PCA
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000776	metadata incomplete	Applied Biosystems
Class	http://purl.obolibrary.org/obo/OBI_0302903	metadata complete	nucleic acid hybridization
Class	http://purl.obolibrary.org/obo/OBI_0302902	metadata complete	immobilization
Class	http://purl.obolibrary.org/obo/OBI_0302901	uncurated	obsolete_activation
Class	http://purl.obolibrary.org/obo/OBI_0302900	metadata complete	group randomization
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000783	metadata incomplete	GenePattern module HierarchicalClusteringViewer
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000782	metadata incomplete	GenePattern module HeatMapViewer
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000781	metadata incomplete	GenePattern HierarchicalClusteringViewer data visualization
NamedIndividual	http://purl.obolibrary.org/obo/OBI_0000780	metadata incomplete	GenePattern HeatMapViewer data visualization
Class	http://purl.obolibrary.org/obo/OBI_0200193	metadata incomplete	background corrected data visualization
Class	http://purl.obolibrary.org/obo/OBI_0200192	metadata incomplete	classified data visualization
Class	http://purl.obolibrary.org/obo/OBI_0200195	metadata incomplete	proportional hazards model estimation
Class	http://purl.obolibrary.org/obo/OBI_0200194	metadata complete	survival analysis data transformation
Class	http://purl.obolibrary.org/obo/OBI_0302908	metadata complete	document editing
Class	http://purl.obolibrary.org/obo/OBI_0200197	metadata incomplete	spectrum analysis objective
DataProperty	http://purl.obolibrary.org/obo/IAO_0000405		has z coordinate value
Class	http://purl.obolibrary.org/obo/OBI_0200196	metadata incomplete	correlation study objective
Class	http://purl.obolibrary.org/obo/OBI_0302906	ready for release	DNA Subtraction
DataProperty	http://purl.obolibrary.org/obo/IAO_0000406		has y coordinate value
Class	http://purl.obolibrary.org/obo/OBI_0200199	metadata incomplete	gas chromatography mass spectrometry
Class	http://purl.obolibrary.org/obo/OBI_0302905	metadata complete	elution
Class	http://purl.obolibrary.org/obo/OBI_0200198	metadata complete	tandem mass spectrometry
DataProperty	http://purl.obolibrary.org/obo/IAO_0000404		has x coordinate value
Class	http://purl.obolibrary.org/obo/OBI_0001023	ready for release	Fe-BABE RNA structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0302895	metadata complete	electrocution
Class	http://purl.obolibrary.org/obo/OBI_0001024	ready for release	RNASE U2 structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0302894	metadata complete	cell lysis
Class	http://purl.obolibrary.org/obo/OBI_0302893	metadata complete	storage
Class	http://purl.obolibrary.org/obo/OBI_0001025	metadata incomplete	binding constant determination assay
Class	http://purl.obolibrary.org/obo/OBI_0001026	ready for release	NMIA RNA structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0302892	ready for release	enzymatic ligation
Class	http://purl.obolibrary.org/obo/OBI_0001027	ready for release	Terbium RNA structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0302891	pending final vetting	trypsination
Class	http://purl.obolibrary.org/obo/OBI_0001028	metadata incomplete	feature extraction
Class	http://purl.obolibrary.org/obo/OBI_0302890	metadata complete	polymerization
Class	http://purl.obolibrary.org/obo/OBI_0001029	ready for release	OH-radical structure mapping assay
Class	http://purl.obolibrary.org/obo/CL_0000842		mononuclear cell
Class	http://purl.obolibrary.org/obo/OBI_0302899	metadata complete	decapitation
Class	http://purl.obolibrary.org/obo/OBI_0001020	ready for release	Lead structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0302898	metadata complete	intentional overdosing
Class	http://purl.obolibrary.org/obo/OBI_0001021	ready for release	RNASE T2 structure mapping assay
Class	http://purl.obolibrary.org/obo/OBI_0302897	metadata complete	asphyxiation
Class	http://purl.obolibrary.org/obo/OBI_0001022	metadata complete	gene dosage assay
