Ontology ID	label	editor preferred term	has curation status	alternative label	IEDB alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	material processing technique	detection technique	reagent	input	output	MHC source	target entity	target context	unit
OBI:0001741	surface plasmon resonance assay measuring the on rate [kon] of a B cell epitope:antibody complex				on rate|surface plasmon resonance (SPR)|M^-1s^-1	A surface plasmon resonance binding assay that measures the on rate [kon] of an antigen binding with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	surface plasmon resonance binding assay					binding on rate measurement datum (kon)		immunoglobulin binding to epitope		count per molar second
OBI:0001742	quenching assay measuring the on rate [kon] of a B cell epitope:antibody complex				on rate|quenching|M^-1s^-1	A fluorescence quenching assay that measures the on rate [kon] of an antigen binding with an antibody.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antibody binding detection by fluorescence quenching					binding on rate measurement datum (kon)		immunoglobulin binding to epitope		count per molar second
OBI:0001743	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 beta production by T cells				IL-1b release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-1 beta production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-1 beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001744	intracellular cytokine staining assay measuring epitope specific interleukin-1 alpha production by T cells				IL-1a release|ICS	A flow cytometry assay that detects interleukin-1 alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-1 alpha production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001745	ELISPOT assay measuring epitope specific interleukin-1 alpha production by T cells				IL-1a release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-1 alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-1 alpha production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001746	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-1 alpha production by T cells				IL-1a release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-1 alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-1 alpha production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001747	cytometric bead array assay measuring epitope specific interleukin-1 alpha production by T cells				IL-1a release|cytometric bead array	A cytometric bead array assay that detects interleukin-1 alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('interleukin-1 alpha production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001748	ELISPOT assay measuring epitope specific interferon-beta production by T cells				IFNb release|ELISPOT	An enzyme-linked immunospot assay that detects interferon-beta production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interferon-beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001749	intracellular cytokine staining assay measuring epitope specific interferon-beta production by T cells				IFNb release|ICS	A flow cytometry assay that detects interferon-beta production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interferon-beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001750	intracellular cytokine staining assay measuring epitope specific granulocyte colony stimulating factor production by T cells				G-CSF release|ICS	A flow cytometry assay that detects granulocyte colony stimulating factor production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('granulocyte colony-stimulating factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001751	ELISA measuring epitope specific interferon-beta production by T cells				IFNb release|ELISA	An enzyme-linked immunosorbent assay that detects interferon-beta production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interferon-beta production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001752	detection of specific nucleic acids with complementary probes assay measuring epitope specific granulocyte colony stimulating factor production by T cells				G-CSF release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects granulocyte colony stimulating factor production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('granulocyte colony-stimulating factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001753	ELISPOT assay measuring epitope specific granulocyte colony stimulating factor production by T cells				G-CSF release|ELISPOT	An enzyme-linked immunospot assay that detects granulocyte colony stimulating factor production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('granulocyte colony-stimulating factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001754	cytometric bead array assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells				CXCL9/MIG release|cytometric bead array	A cytometric bead array assay that detects chemokine (C-X-C motif) ligand 9 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('chemokine (C-X-C motif) ligand 9 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001756	ELISPOT assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells				CXCL9/MIG release|ELISPOT	An enzyme-linked immunospot assay that detects chemokine (C-X-C motif) ligand 9 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('chemokine (C-X-C motif) ligand 9 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001757	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 9 production by T cells				CXCL9/MIG release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-X-C motif) ligand 9 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-X-C motif) ligand 9 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001758	ELISPOT assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells				CCL4/MIP-1b release|ELISPOT	An enzyme-linked immunospot assay that detects chemokine (C-C motif) ligand 4 production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('chemokine (C-C motif) ligand 4 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001759	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 12 production by T cells				CXCL12/SDF-1 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-X-C motif) ligand 12 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-X-C motif) ligand 12 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001760	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 13 production by T cells				CXCL13/BLC release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-X-C motif) ligand 13 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-X-C motif) ligand 13 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001761	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-X-C motif) ligand 16 production by T cells				CXCL16 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-X-C motif) ligand 16 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-X-C motif) ligand 16 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001762	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 21 production by T cells				CCL21/SLC release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-C motif) ligand 21 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-C motif) ligand 21 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001763	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells				CCL22/MDC release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-C motif) ligand 22 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-C motif) ligand 22 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001764	cytometric bead array assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells				CCL4/MIP-1b release|cytometric bead array	A cytometric bead array assay that detects chemokine (C-C motif) ligand 4 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('chemokine (C-C motif) ligand 4 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001765	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 4 production by T cells				CCL4/MIP-1b release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-C motif) ligand 4 production by T cells.	IEDB		IEDB					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-C motif) ligand 4 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001766	detection of specific nucleic acids with complementary probes assay measuring epitope specific vascular endothelial growth factor production by T cells				VEGF release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects vascular endothelial growth factor production by T cells.	IEDB		IEDB					equivalent	detection of specific nucleic acid polymers with complementary probes							('vascular endothelial growth factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001767	detection of specific nucleic acids with complementary probes assay measuring epitope specific chemokine (C-C motif) ligand 19 production by T cells				CCL19/MIP-3b release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects chemokine (C-C motif) ligand 19 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('chemokine (C-C motif) ligand 19 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001768	intracellular cytokine staining assay measuring epitope specific chemokine (C-C motif) ligand 1 production by T cells				CCL1/TCA-3 release|ICS	A flow cytometry assay that detects chemokine (C-C motif) ligand 1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('chemokine (C-C motif) ligand 1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001770	intracellular cytokine staining assay measuring epitope specific vascular endothelial growth factor production by T cells				VEGF release|ICS	A flow cytometry assay that detects vascular endothelial growth factor production by T cells.	IEDB		IEDB					equivalent	flow cytometry assay							('vascular endothelial growth factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001771	ELISPOT assay measuring epitope specific vascular endothelial growth factor production by T cells				VEGF release|ELISPOT	An enzyme-linked immunospot assay that detects vascular endothelial growth factor production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('vascular endothelial growth factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001772	assay measuring epitope specific interleukin-17F production by T cells				IL-17F release|biological activity	An assay of epitope specific interleukin-17 production by T cells that detects interleukin-17F production.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('interleukin-17F production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001773	assay measuring epitope specific interleukin-17A production by T cells				IL-17A release|biological activity	An assay of epitope specific interleukin-17 production by T cells that detects interleukin-17A production.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('interleukin-17A production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001774	assay measuring epitope specific chemokine (C-C motif) ligand 21 production by T cells				CCL21/SLC release|biological activity	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 21 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('chemokine (C-C motif) ligand 21 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001775	assay measuring epitope specific chemokine (C-C motif) ligand 19 production by T cells				CCL19/MIP-3b release|biological activity	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 19 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('chemokine (C-C motif) ligand 19 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001776	assay measuring epitope specific chemokine (C-X-C motif) ligand 12 production by T cells				CXCL12/SDF-1 release|biological activity	A T cell epitope specific cytokine production assay that detects chemokine (C-X-C motif) ligand 12 production by T cells.	IEDB		IEDB					equivalent	assay							('chemokine (C-X-C motif) ligand 12 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001777	assay measuring epitope specific chemokine (C-C motif) ligand 22 production by T cells				CCL22/MDC release|biological activity	A T cell epitope specific cytokine production assay that detects chemokine (C-C motif) ligand 22 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('chemokine (C-C motif) ligand 22 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001778	assay measuring epitope specific chemokine (C-X-C motif) ligand 16 production by T cells				CXCL16 release|biological activity	A T cell epitope specific cytokine production assay that detects chemokine (C-X-C motif) ligand 16 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('chemokine (C-X-C motif) ligand 16 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001779	assay measuring epitope specific chemokine (C-X-C motif) ligand 13 production by T cells				CXCL13/BLC release|biological activity	A T cell epitope specific cytokine production assay that detects chemokine (C-X-C motif) ligand 13 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	assay							('chemokine (C-X-C motif) ligand 13 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001780	ELISPOT assay measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells				CCL3/MIP-1a release|ELISPOT	An enzyme-linked immunospot assay that detects macrophage inflammatory protein-1 alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('macrophage inflammatory protein-1 alpha production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001781	cytometric bead array assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells				CCL9/MIP-1g release|cytometric bead array	A cytometric bead array assay that detects macrophage inflammatory protein-1 gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('macrophage inflammatory protein-1 gamma production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001782	detection of specific nucleic acids with complementary probes assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells				CCL9/MIP-1g release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects macrophage inflammatory protein-1 gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('macrophage inflammatory protein-1 gamma production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001783	intracellular cytokine staining assay measuring epitope specific monocyte chemotactic protein-1 production by T cells				CCL2/MCP-1 release|ICS	A flow cytometry assay that detects monocyte chemotactic protein-1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('monocyte chemotactic protein-1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001784	ELISPOT assay measuring epitope specific monocyte chemotactic protein-1 production by T cells				CCL2/MCP-1 release|ELISPOT	An enzyme-linked immunospot assay that detects monocyte chemotactic protein-1 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('monocyte chemotactic protein-1 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001785	intracellular cytokine staining assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells				CCL9/MIP-1g release|ICS	A flow cytometry assay that detects macrophage inflammatory protein-1 gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('macrophage inflammatory protein-1 gamma production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001786	ELISPOT assay measuring epitope specific macrophage inflammatory protein-1 gamma production by T cells				CCL9/MIP-1g release|ELISPOT	An enzyme-linked immunospot assay that detects inflammatory protein-1 gamma production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('macrophage inflammatory protein-1 gamma production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001787	cytometric bead array assay measuring epitope specific vascular endothelial growth factor production by T cells				VEGF release|cytometric bead array	A cytometric bead array assay that detects vascular endothelial growth factor production by T cells.	IEDB		IEDB					equivalent	antigen detection by cytometric bead array assay							('vascular endothelial growth factor production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001788	detection of specific nucleic acids with complementary probes assay measuring epitope specific tumor necrosis factor superfamily cytokine production by T cells				TNF release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects tumor necrosis factor superfamily cytokine production by T cells.	IEDB		IEDB					equivalent	detection of specific nucleic acid polymers with complementary probes							('tumor necrosis factor superfamily cytokine production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001789	intracellular cytokine staining assay measuring epitope specific RANTES production by T cells				CCL5/RANTES release|ICS	A flow cytometry assay that detects RANTES production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('chemokine (C-C motif) ligand 5 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001790	ELISPOT assay measuring epitope specific RANTES production by T cells				CCL5/RANTES release|ELISPOT	An enzyme-linked immunospot assay that detects RANTES production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('chemokine (C-C motif) ligand 5 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001791	ELISPOT assay measuring epitope specific lymphotoxin A production by T cells				lymphotoxin A/TNFb release|ELISPOT	An enzyme-linked immunospot assay that detects lymphotoxin A production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('lymphotoxin A production ' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001792	detection of specific nucleic acids with complementary probes assay measuring epitope specific macrophage inflammatory protein-1 alpha production by T cells				CCL3/MIP-1a release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects macrophage inflammatory protein-1 alpha production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('macrophage inflammatory protein-1 alpha production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001793	cytometric bead array assay measuring epitope specific lymphotoxin A production by T cells				lymphotoxin A/TNFb release|cytometric bead array	A cytometric bead array assay that detects lymphotoxin A production by T cells.	IEDB		IEDB					equivalent	antigen detection by cytometric bead array assay							('lymphotoxin A production ' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001794	detection of specific nucleic acids with complementary probes assay measuring epitope specific lymphotoxin A production by T cells				lymphotoxin A/TNFb release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects lymphotoxin A production by T cells.	IEDB		IEDB					equivalent	detection of specific nucleic acid polymers with complementary probes							('lymphotoxin A production ' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001795	ELISPOT assay measuring epitope specific IP-10 production by T cells				CXCL10/IP-10 release|ELISPOT	An enzyme-linked immunospot assay that detects IP-10 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('IP-10 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001796	intracellular cytokine staining assay measuring epitope specific IP-10 production by T cells				CXCL10/IP-10 release|ICS	A flow cytometry assay that detects IP-10 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('IP-10 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001797	ELISPOT assay measuring epitope specific interleukin-9 production by T cells				IL-9 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-9 production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('interleukin-9 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001798	intracellular cytokine staining assay measuring epitope specific interleukin-9 production by T cells				IL-9 release|ICS	A flow cytometry assay that detects interleukin-9 production by T cells.	IEDB		IEDB					equivalent	flow cytometry assay							('interleukin-9 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001799	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-9 production by T cells				IL-9 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-9 production by T cells.	IEDB		IEDB					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-9 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001800	ELISPOT assay measuring epitope specific interleukin-8 production by T cells				IL-8 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-8 production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('interleukin-8 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001801	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-8 production by T cells				IL-8 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-8 production by T cells.	IEDB		IEDB					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-8 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001802	ELISPOT assay measuring epitope specific interleukin-3 production by T cells				IL-3 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-3 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-3 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001803	ELISA measuring epitope specific interleukin-7 production by T cells				IL-7 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-7 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-7 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001804	ELISPOT assay measuring epitope specific interleukin-7 production by T cells				IL-7 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-7 production by T cells.	IEDB		IEDB					equivalent	enzyme-linked immunospot assay							('interleukin-7 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001805	intracellular cytokine staining assay measuring epitope specific interleukin-7 production by T cells				IL-7 release|ICS	A flow cytometry assay that detects interleukin-7 production by T cells.	IEDB		IEDB					equivalent	flow cytometry assay							('interleukin-7 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001806	intracellular cytokine staining assay measuring epitope specific interleukin-27 production by T cells				IL-27 release|ICS	A flow cytometry assay that detects interleukin-27 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-27 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001807	cytometric bead array assay measuring epitope specific interleukin-3 production by T cells				IL-3 release|cytometric bead array	A cytometric bead array assay that detects interleukin-3 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('interleukin-3 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001808	detection of specific nucleic acids with complementary probes assay measuring epitope specific interleukin-3 production by T cells				IL-3 release|RNA/DNA detection	A detection of specific nucleic acid polymers with complementary probes that detects interleukin-3 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	detection of specific nucleic acid polymers with complementary probes							('interleukin-3 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001809	assay measuring epitope specific granzyme A release by T cells				granzyme A release|biological activity	A T cell epitope specific cytotoxic T cell degranulation assay that detects granzyme A release by T cells.	IEDB		IEDB					equivalent	assay							('granzyme A release during T cell degranulation' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001810	assay measuring epitope specific granulysin release by T cells				granulysin release|biological activity	A T cell epitope specific cytotoxic T cell degranulation assay that detects granulysin release by T cells.	IEDB		IEDB					equivalent	assay							('granulysin release during T cell degranulation' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001811	cytometric bead array assay measuring epitope specific interleukin-27 production by T cells				IL-27 release|cytometric bead array	A cytometric bead array assay that detects interleukin-27 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	antigen detection by cytometric bead array assay							('interleukin-27 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001812	intracellular cytokine staining assay measuring epitope specific interleukin-23 production by T cells				IL-23 release|ICS	A flow cytometry assay that detects interleukin-23 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	flow cytometry assay							('interleukin-23 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001813	ELISPOT assay measuring epitope specific interleukin-27 production by T cells				IL-27 release|ELISPOT	An enzyme-linked immunospot assay that detects interleukin-27 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunospot assay							('interleukin-27 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
OBI:0001814	ELISA measuring epitope specific interleukin-27 production by T cells				IL-27 release|ELISA	An enzyme-linked immunosorbent assay that detects interleukin-27 production by T cells.	IEDB		PERSON:Randi Vita, Jason Greenbaum, Bjoern Peters					equivalent	enzyme-linked immunosorbent assay							('interleukin-27 production' and ('process is result of' some 'MHC:epitope complex binding to TCR'))		
