ontology ID	label	editor preferred term	has curation status	alternative label	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	parent class	function	has part	part of	manufactured by	associated axioms
OBI:0001118	multichannel pipette	multichannel pipette	metadata complete		A pipetting system that has a plurality of tip fittings and is used for multi-well plate applications.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	mechanical function|measure function				
OBI:0001119	cell harvester	cell harvester	metadata complete		A device that is used to harvest cells from microplates and deposit samples on a filter mat. NOT AN INSTRUMENT?	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	cell transfer function				
OBI:0001120	portable fluorometer	portable fluorometer	metadata complete		A compact fluorometer that can be carried or moved with ease.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						fluorometer					
OBI:0001121	gel electrophoresis system	gel electrophoresis system	metadata complete		An electrophoresis system in which an electric field is applied to a gel matrix	https://en.wikipedia.org/wiki/Gel_electrophoresis		PERSON: Erik Segerdell						electrophoresis system					
OBI:0001122	diffractometer	diffractometer	metadata complete		A measurement device for analyzing the structure of a material from the scattering pattern produced when a beam of radiation or particles (e.g. X rays or neutrons) interacts with it.	http://en.wikipedia.org/wiki/Diffractometer		PERSON: Erik Segerdell						device	measure function				
OBI:0001123	microdissection instrument	microdissection instrument	metadata complete		A device that is used for the dissection of tissues under magnification.	http://medical-dictionary.thefreedictionary.com/microdissection		PERSON: Erik Segerdell						device	mechanical function				
OBI:0001124	micropipette puller	micropipette puller	metadata complete		A device that is used to fabricate glass micropipettes.	http://en.wikipedia.org/wiki/Micropipette		PERSON: Erik Segerdell						device	mechanical function				
OBI:0001125	laser scanning confocal microscope	laser scanning confocal microscope	metadata complete		A confocal microscope that obtains high-resolution optical images with depth selectivity, in which a laser beam passes through a light source aperture and then is focused by an objective lens into a small (ideally diffraction limited) focal volume within or on the surface of a specimen.	http://en.wikipedia.org/wiki/Confocal_laser_scanning_microscopy		PERSON: Erik Segerdell						confocal microscope	measure function				
OBI:0001126	digital microscope	digital microscope	metadata complete		A microscope that uses optics and a charge-coupled device (CCD) camera to output a digital image to a monitor.	http://en.wikipedia.org/wiki/Digital_microscope		PERSON: Erik Segerdell						microscope	measure function				
OBI:0001127	freeze substitution system	freeze substitution system	metadata complete		A device or system for dehydrating and then chemically fixing electron microscopy samples at low temperatures in preparation for various treatments including embedding in resins.	doi:10.1017/S143192760707866X		PERSON: Erik Segerdell						device	mechanical function|freeze function				
OBI:0001128	micropipette	micropipette	metadata complete		A microinjection device that is used to measure very small volumes of liquids.	http://www.answers.com/topic/micropipette		PERSON: Erik Segerdell						device	mechanical function|measure function				
OBI:0001129	voltage clamp device	voltage clamp device	metadata complete		A device that is used to measure the ion currents across the membrane of excitable cells, such as neurons, while holding the membrane voltage at a set level.	http://en.wikipedia.org/wiki/Voltage_clamp		PERSON: Erik Segerdell						device	measure function				
OBI:0001130	vacuum oven	vacuum oven	metadata complete		A device that heats materials in a vacuum.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	contain function|heat function|mechanical function				
OBI:0001131	slide warmer	slide warmer	metadata complete		A device that is used to heat microscope slides.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	heat function				
OBI:0001132	capillary electrophoresis instrument	capillary electrophoresis instrument	metadata complete		An electrophoresis system that is used to separate ionic species by their charge and frictional forces and mass.	http://en.wikipedia.org/wiki/Capillary_electrophoresis		PERSON: Erik Segerdell						electrophoresis system					
OBI:0001133	denaturing high-performance liquid chromatography instrument	denaturing high-performance liquid chromatography instrument	metadata complete		A high performance liquid chromatography instrument that employs temperature-dependent separation of DNA containing mismatched base pairs from PCR-amplified DNA fragments for chromatographic mutation analysis.	doi:10.1385/1-59259-850-1:173		PERSON: Erik Segerdell						device	material separation function				
OBI:0001134	agarose gel electrophoresis system	agarose gel electrophoresis system	metadata complete		A gel electrophoresis system that is used to separate DNA or RNA molecules by size, achieved by moving negatively charged nucleic acid molecules through an agarose matrix with an electric field.	http://en.wikipedia.org/wiki/Agarose_gel_electrophoresis		PERSON: Erik Segerdell						gel electrophoresis system					
OBI:0001135	balance	balance	metadata complete		A measuring instrument that is used to determine the weight or mass of an object.	http://en.wikipedia.org/wiki/Weighing_scale		PERSON: Erik Segerdell						device	mechanical function|measure function				
OBI:0001136	surface plasmon resonance instrument	surface plasmon resonance instrument	metadata complete		A tool for measuring adsorption of material onto planar metal (typically gold and silver) surfaces or onto the surface of metal nanoparticles.	http://en.wikipedia.org/wiki/Surface_plasmon_resonance		PERSON: Erik Segerdell						device	measure function				
OBI:0001137	protein sequencer	protein sequencer	metadata complete		An device that is used to determine the order of amino acids in protein sequences.	PERSON: Erik Segerdell		PERSON: Erik Segerdell						device	measure function				
OBI:0001138	X-ray source	X-ray source	metadata complete	x-ray generator	A device that is used to generate X-rays.	http://en.wikipedia.org/wiki/X-ray_generator		PERSON: Erik Segerdell						device	excitation function				
OBI:0001139	liquid chromatography instrument	liquid chromatography instrument	metadata complete		A chromatography device that dissolves a mixture in liquid mobile phase to separate the analyte to be measured from other molecules in the mixture and allows it to be isolated	PERSON: Matthew Brush		PERSON: Matthew Brush						chromatography device					
OBI:0001204	SNP microarray	SNP microarray	metadata complete		A DNA microarray used to detect polymorphisms in DNA samples	EFO_0002703 SNP array		Person: Helen Parkinson						DNA microarray					
OBI:0001307	tiling microarray	tiling microarray	metadata complete	genome tiling array	A DNA microarray which has short fragments of nucleic acid immobilized on a substrate. These are designed to cover the whole genome of the target species. Tiling arrays are used to determine genome binding in ChIP assays or to identify transcribed regions.	EFO_0002704: tiling array		Person: Helen Parkinson						DNA microarray					
OBI:0001865	assay array		metadata complete		A device made to be used in an analyte assay for immobilization of substances that bind the analyte at regular spatial positions on a surface.	Penn Group		PERSON: Chris Stoeckert, Jie Zheng, Alan Ruttenberg						device	solid support function				
OBI:0001869	Illumina BeadChip		metadata complete		An array that consists of 3-micron silica beads that self assemble in microwells on either of two materials: fiber optic bundles or planar silica slides.	http://www.illumina.com/technology/beadarray_technology.ilmn		PERSON: Chris Stoeckert, Jie Zheng, Alan Ruttenberg, Venkat Malladi						assay array				Illumina	
OBI:0001870	Illumina methylation BeadChip		metadata complete		A BeadChip made for an analyte assay that generates information about DNA methylation.	Penn Group		PERSON: Chris Stoeckert, Jie Zheng, Alan Ruttenberg						Illumina BeadChip					('has characteristic' some (function and ('realized in' only (assay and ('has specified output' some ('measurement datum' and ('is about' some (deoxyribonucleotide and ('has part' some 'methyl group')))))))))
OBI:0001871	LSRFortessa X-20		metadata complete		A flow cytometer analyzer manifactured by Becton ans Dickinson. Can be configured with up to 5 lasers, 488nm, 532 or 561 nm, 640 nm, 405 nm, 355 nm for measuring up to 20 parameters simultaneously.	http://www.bdbiosciences.com/instruments/lsrx20/index.jsp?WT.srch=1&gclid=CJjJ8JTR5LoCFXBo7AodZycAbg		Anna Maria Masci						flow cytometer analyzer				Becton Dickinson (BD Biosciences)	
OBI:0001971	Ion 316 Chip v2	Ion 316 Chip v2		Ion PGM 316 Chip|Ion 316 Chip|Ion PGM 316 Chip v2	An ion semiconductor chip manufactured by Life Technologies which detects polymerase-driven base incorporation to translate into digital form. The 316 chip is compatible with the Ion Torrent PGM and has a run time of: 3.0 hours for 200 bp reads with an output of 30-50 Mb, 4.9 hours for 400 bp reads with an output of 60 Mb-1 Gb.	http://www.lifetechnologies.com/us/en/home/life-science/sequencing/next-generation-sequencing/ion-torrent-next-generation-sequencing-workflow/ion-torrent-next-generation-sequencing-run-sequence/ion-pgm-ion-proton-system-chips.html		PERSON: Sagar Jain	Issue Tracker #774 https://sourceforge.net/p/obi/obi-terms/774/					ion semiconductor chip					
OBI:0001972	Ion 318 Chip v2	Ion 318 Chip v2		Ion 318 Chip|Ion PGM 318 Chip|Ion PGM 318 Chip v2	An ion semiconductor chip manufactured by Life Technologies which detects polymerase-driven base incorporation to translate into digital form. The 318 chip is compatible with the Ion Torrent PGM and has a run time of: 4.4 hours for 200 bp reads with an output of 60 Mb-1 Gb, 7.3 hours for 400 bp reads with an output of 1.2 Gb-2 Gb.	http://www.lifetechnologies.com/us/en/home/life-science/sequencing/next-generation-sequencing/ion-torrent-next-generation-sequencing-workflow/ion-torrent-next-generation-sequencing-run-sequence/ion-pgm-ion-proton-system-chips.html		PERSON: Sagar Jain	Issue Tracker #775 https://sourceforge.net/p/obi/obi-terms/775/					ion semiconductor chip					
OBI:0001973	ion semiconductor chip	ion semiconductor chip		ion chip|ion semiconductor|ion integrated circuit	An ion detector that is organized as an electronic circuit whose components, such as transistors and resistors, are etched or deposited on a single slice of semiconductor material to produce a chip. The specific chip detects ion charge induced when an ion passes by or hits a surface.	http://www.thefreedictionary.com/Semiconductor+chip		PERSON: Sagar Jain	Issue Tracker: #776 https://sourceforge.net/p/obi/obi-terms/776/					ion detector					
OBI:0001974	Ion 314 Chip v2	Ion 314 Chip v2		Ion PGM 314 Chip|Ion 314 Chip|Ion PGM 314 Chip v2	An ion semiconductor chip manufactured by Life Technologies which detects polymerase-driven base incorporation to translate into digital form. The 314 chip is compatible with the Ion Torrent PGM and has a run time of: 2.3 hours for 200 bp reads with an output of 30-50 Mb, 3.7 hours for 400 bp reads with an output of 60-100 Mb.	http://www.lifetechnologies.com/us/en/home/life-science/sequencing/next-generation-sequencing/ion-torrent-next-generation-sequencing-workflow/ion-torrent-next-generation-sequencing-run-sequence/ion-pgm-ion-proton-system-chips.html		PERSON: Sagar Jain	Issue Tracker #766 https://sourceforge.net/p/obi/obi-terms/766/					ion semiconductor chip					
OBI:0002000	Illumina Genome Analyzer IIx		metadata complete	Illumina GA IIx|Genome Analyzer IIx	An Illumina Genome Analyzer II which is manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology. The Genome Analyzer IIx is the most widely adopted next-generation sequencing platform and proven and published across the broadest range of research applications.	ENCODE group	Gravina, Michael T., Jenny H. Lin, and Stuart S. Levine. ""Lane-by-lane sequencing using Illumina's Genome Analyzer II."" BioTechniques 54.5 (2013): 265-269. PMID: 23662897	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						Illumina Genome Analyzer II				Illumina	
OBI:0002001	Illumina HiSeq 2000		metadata complete	HiSeq 2000	A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 55 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for multiple samples in a single run.	http://res.illumina.com/documents/products/datasheets/datasheet_hiseq_systems.pdf	Wang J, Qi J, Zhao H, He S, Zhang Y, Wei S, Zhao F. Metagenomic sequencing reveals microbiota and its functional potential associated with periodontal disease. Sci Rep. 2013 May;3:1843. PMID:23673380	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng						Illumina HiSeq series instrument				Illumina	
OBI:0002002	Illumina HiSeq 2500		metadata complete	HiSeq 2500	A DNA sequencer which is manufactured by the Illumina corporation, with two flow cells and a throughput of up to 160 Gb per day. Built upon sequencing by synthesis technology, the machine is optimized for generation of data for batching multiple samples or rapid results on a few samples.	http://res.illumina.com/documents/products/datasheets/datasheet_hiseq2500.pdf	Spaethling, Jennifer M., and James H. Eberwine. ""Single-cell transcriptomics for drug target discovery."" Current opinion in pharmacology (2013). pmid:23725882	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						Illumina HiSeq series instrument				Illumina	
OBI:0002003	Illumina MiSeq		metadata complete	MiSeq	A DNA sequencer which is manufactured by the Illumina corporation. Built upon sequencing by synthesis technology, the machine provides an end-to-end solution (cluster generation, amplification, sequencing, and data analysis) in a single machine.	http://res.illumina.com/documents/products/datasheets/datasheet_miseq.pdf	Rutvisuttinunt W, Chinnawirotpisan P, Simasathien S, Shrestha SK, Yoon IK, Klungthong C, Fernandez S. Simultaneous and complete genome sequencing of influenza A and B with high coverage by Illumina MiSeq Platform. J Virol Methods. 2013 Nov;193(2):394-404. [PMID:23856301]	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng						DNA sequencer				Illumina	
OBI:0002004	Methylation 450K BeadChip		metadata complete	Illumina Infinium Human Methylation 450K BeadChip	A methylation BeadChip which is manufactured by the Illumina corporation. Built upon BeadChip tehcnology, the array interrogates ~ 485,000 methylation sites per sample at single-nucleotide resolution.	http://www.illumina.com/products/methylation_450_beadchip_kits.ilmn	Naumov, Vladimir A., et al. ""Genome-scale analysis of DNA methylation in colorectal cancer using Infinium HumanMethylation450 BeadChips."" Epigenetics 8.9 (2013): 0-1. PMID: 23867710	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						Illumina methylation BeadChip					
OBI:0002005	Methylation 27K BeadChip		metadata complete	Illumina Infinium Human Methylation 27K BeadChip	A methylation BeadChip which is manufactured by the Illumina corporation. Built upon BeadChip tehcnology, the array interrogates ~ 27,000 CpG sites per sample at single-nucleotide resolution.	http://res.illumina.com/documents/products/datasheets/datasheet_dna_methylation_analysis.pdf	Polidoro, Silvia, et al. ""Effects of bisphosphonate treatment on DNA methylation in osteonecrosis of the jaw."" Mutation Research/Genetic Toxicology and Environmental Mutagenesis 757.2 (2013): 104-113. PMID: 23892139	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						Illumina methylation BeadChip					
OBI:0002006	1M-Duo Infinium HD BeadChip		metadata complete	Illumina Human 1M-Duo Infinium HD BeadChip	A BeadChip which is manufactured by the Illumina corporation. Built upon BeadChip tehcnology, the array integrates ~ 1 million markers per sample for genotyping, and copy number variation (CNV) and Cytogenetic analysis.	http://www.illumina.com/technology/infinium_hd_assay.ilmn	Edwards, Todd L., et al. ""Genome-Wide Association Study Confirms SNPs in SNCA and the MAPT Region as Common Risk Factors for Parkinson Disease."" Annals of human genetics 74.2 (2010): 97-109. PMID: 20070850	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						Illumina BeadChip					
OBI:0002007	SOLiD 3 Plus System		metadata complete	Applied Biosystems SOLiD 3 Plus System	A DNA sequencer which is manufacted by the Applied Biosystems corporation. Built upon SOLiD sequencing technology, the machine generates greater than 1 billion mappable reads per run.	http://www3.appliedbiosystems.com/cms/groups/mcb_marketing/documents/generaldocuments/cms_072050.pdf	Vissers, Lisenka ELM, et al. ""A de novo paradigm for mental retardation."" Nature genetics 42.12 (2010): 1109-1112. PMID:21076407	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						AB SOLiD System				Applied Biosystems	
OBI:0002008	Mouse 385K Whole Genome CGH Tiling Array		metadata complete	Nimblegen Mouse 385K Whole Genome CGH Tiling Array	A tiling array which is manufactured by the Nimblegen corporation. Built to analyze DNA sequence copy number by comparative genomic hybridization for mouse DNA against 385,000 features.	http://www.nimblegen.com/downloads/support/05434483001_NG_CGHLOH_UGuide_v9p1.pdf	Miller, Becky Akiko. Detection and biological assessment of genome structural variation in Plasmodium falciparum. Diss. University of Notre Dame, 2012.  http://etd.nd.edu/ETD-db/theses/available/etd-04182012-114744/	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						tiling microarray				Nimblegen	
OBI:0002009	Mouse 3x720K Whole Genome CGH Tiling Array		metadata complete	Nimblegen Mouse 3x720K Whole Genome CGH Tiling Array	A tiling array which is manufactured by the Nimblegen corporation. Built to analyze DNA sequence copy number by comparative genomic hybridization for mouse DNA against 3x720,000 features.	http://www.nimblegen.com/downloads/support/05434483001_NG_CGHLOH_UGuide_v9p1.pdf	Wartman, Lukas D., et al. ""Sequencing a mouse acute promyelocytic leukemia genome reveals genetic events relevant for disease progression."" The Journal of clinical investigation 121.4 (2011): 1445. PMID:21436584	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						tiling microarray				Nimblegen	
OBI:0002010	Human 3x720K Whole Genome CGH Tiling Array		metadata complete	Nimblegen Human 3x720K Whole Genome CGH Tiling Array	A tiling array which is manufactured by the Nimblegen corporation. Built to analyze DNA sequence copy number by comparative genomic hybridization for human DNA against 3x720,000 features.	http://www.nimblegen.com/downloads/support/05434483001_NG_CGHLOH_UGuide_v9p1.pdf	Deletion in Xp22.11: PTCHD1 is a candidate gene for X-linked intellectual disability with or without autism PMID:21091464	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						tiling microarray				Nimblegen	
OBI:0002011	Human 2.1M Whole-Genome CGH Tiling Array v2.0		metadata complete	Nimblegen Human 2.1M Whole-Genome CGH Tiling Array v2.0	A tiling array which is manufactured by the Nimblegen corporation. Built to analyze DNA sequence copy number by comparative genomic hybridization for human DNA against 2.1 million features.	http://www.nimblegen.com/downloads/support/05434483001_NG_CGHLOH_UGuide_v9p1.pdf	Filges, Isabel, et al. ""Reduced expression by SETBP1 haploinsufficiency causes developmental and expressive language delay indicating a phenotype distinct from Schinzel–Giedion syndrome."" Journal of medical genetics 48.2 (2011): 117-122. PMID:21037274	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						tiling microarray				Nimblegen	
OBI:0002012	PacBio RS II		metadata complete	Pacific Biosciences RS II	A DNA sequencer which is manufactured by the Pacific Biosciences corporation. Built upon single molecule real-time sequencing technology, the machine is optimized for generation with long reads and high consensus accuracy.	http://www.pacificbiosciences.com/products/	Spaethling, Jennifer M., and James H. Eberwine. ""Single-cell transcriptomics for drug target discovery."" Current opinion in pharmacology (2013). pmid:23725882	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg						DNA sequencer				Pacific Biosciences	
OBI:0002013	nCounter Human miRNA Expression array		metadata complete		A human array which is manufacutred by NanoString Technologies. Built upon color-coded molecular barcodes technology, the array profiles miRNA with increased specificity and sensitivty than microarrays.	https://www.nanostring.com/products/mirna-assays/mirna-panels	Kolbert, Christopher P., et al. ""Multi-platform analysis of microRNA expression measurements in RNA from fresh frozen and FFPE tissues."" PloS one 8.1 (2013): e52517. PMID:23382819	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg.  Mark A. Miller removed ""V2"" per https://github.com/obi-ontology/obi/issues/831 on 20180511.						assay array				NanoString Technologies	
OBI:0002021	Illumina NextSeq 500			NextSeq 500	A DNA sequencer which is a desktop sequencer ideal for smaller-scale studies manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.	http://systems.illumina.com/systems/nextseq-sequencer.html		Person: Venkat Malladi, Chris Stoeckert, Jie Zheng						Illumina NextSeq series instrument				Illumina	
OBI:0002022	Illumina HiSeq 1000			HiSeq 1000	A DNA sequencer which is manufactured by the Illumina corporation, with a single flow cell and a throughput of up to 35 Gb per day. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology.	http://res.illumina.com/documents/products/datasheets/datasheet_hiseq_systems.pdf		Person: Venkat Malladi, Chris Stoeckert, Jie Zheng						Illumina HiSeq series instrument				Illumina	
OBI:0002023	Human Genome U133 Plus 2.0 tiling array			HG-U133 Plus 2|Affymetrix HT Human Genome U133 Plus 2 Array Plate Set|HG-U133 Plus 2 array	A tiling array which is  a comprehensive whole human genome expression array manufactured by the Affymetrix corporation. Built to analyze DNA sequence copy number by comparative genomic hybridization for human DNA against 47,000 transcripts and variants.	http://www.affymetrix.com/estore/esearch/search.jsp?pd=131455&N=4294967292		Person: Venkat Malladi, Chris Stoeckert, Jie Zheng						tiling microarray				Affymetrix	
OBI:0002024	SOLiD 4 System			Applied Biosystems SOLiD 4 System|SOLiD 4	An AB SOLid System which is manufacted by the Applied Biosystems corporation. Built upon SOLiD sequencing technology, the machine generates greater than 1 billion mappable reads per run.	http://www.appliedbiosystems.com/absite/us/en/home/applications-technologies/solid-next-generation-sequencing/next-generation-systems/solid-4-system.html?CID=FL-091411_solid4		Person: Venkat Malladi, Chris Stoeckert, Jie Zheng						AB SOLiD System				Applied Biosystems	
OBI:0002025	Human Exon 1.0 ST tilling array			Affymetrix Human Exon 1.0 St Array|Human Exon 1.0|Human Exon 1.0 ST Array	A tiling microarray which is manufactured by the Affymetrix corporation. Built to analyze 3' DNA sequence copy number by comparative genomic hybridization for human DNA against 28,000 genes. It  can be used for gene expression and alternative splicing assay	http://www.affymetrix.com/catalog/131453/AFFY/Human+Gene+ST+Arrays#1_1		Person: Venkat Malladi, Chris Stoeckert, Jie Zheng						tiling microarray				Affymetrix	
OBI:0002026	Human Genome U133 tiling array			HG-U133|Affymetrix HT Human Genome U133 Array Plate Set|HG-U133 array	A tiling array which is manufactured by the Affymetrix corporation. Built to analyze DNA sequence copy number by comparative genomic hybridization for human DNA against 39,000 transcripts and variants.	http://www.affymetrix.com/estore/esearch/search.jsp?pd=131441&N=4294967292		Person: Venkat Malladi, Chris Stoeckert, Jie Zheng						tiling microarray				Affymetrix	
OBI:0002027	Illumina Genome Analyzer IIe			Illumina GA IIe|Genome Analyzer IIe	An Illumina Genome Analyzer II which is manufactured by the Illumina corporation. It supports sequencing of single, long or short insert paired end clone libraries relying on sequencing by synthesis technology. The Genome Analyzer IIe makes industry-leading next-generation sequencing technology accessible to more laboratories.	http://res.illumina.com/documents/products/datasheets/datasheet_genome_analyzer_iie.pdf		Person: Venkat Malladi, Chris Stoeckert, Jie Zheng						Illumina Genome Analyzer II				Illumina	
OBI:0002046	surface plasmon resonance sensor chip	surface plasmon resonance sensor chip	pending final vetting	sensor chip|biosensor chip|SPR sensor chip	A device that is used as a binding surface for ligand during a surface plasmon resonance assay, consisting of a glass plate to which a metal film is attached	OBI	ProteOn GLC Sensor Chip #176-5011	Anna Maria Masci						device	solid support function		surface plasmon resonance instrument		
OBI:0002048	Illumina HiSeq 3000		metadata complete	HiSeq 3000	A DNA sequencer manufactured by Illumina corporation, with a single flow cell and a throughput of more than 200 Gb per day.	http://www.illumina.com/systems/hiseq-3000-4000.html		PERSON: Sagar Jain, Richard Scheuermann						Illumina HiSeq series instrument				Illumina	
OBI:0002049	Illumina HiSeq 4000		metadata complete	HiSeq 4000	A DNA sequencer manufactured by Illumina corporation, with two flow cell and a throughput of more than 400 Gb per day.	http://www.illumina.com/systems/hiseq-3000-4000.html		PERSON: Sagar Jain, Richard Scheuermann						Illumina HiSeq series instrument				Illumina	
OBI:0002088	specimen container	specimen container	ready for release		A container with the function of containing a specimen.	Duke Biobank, OBIB	COPAN eSwab, CPT vacutainer, PAXgene Blood DNA tube	Chris Stoeckert	For details see tracker item: http://sourceforge.net/p/obi/obi-terms/792/				equivalent	container	containing a specimen function				
OBI:0002089	container with environmental control	container with environmental control	ready for release		A container with an environmental control function.	Duke Biobank, OBIB	a freezer. a humidity controlled box.	Chris Stoeckert	For details see tracker item: http://sourceforge.net/p/obi/obi-terms/793/				equivalent	container	environment control function				
OBI:0002109	Human 6x630K CGH Whole Genome Tiling Array		ready for release	NimbleGen Human 6x630K CGH Whole Genome Tiling Array	A tiling array which is manufactured by the Nimblegen corporation to analyze DNA sequence copy number by comparative genomic hybridization for human DNA against 6x630,000 features.	http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?token=snolquwezzwdxuj&acc=GPL18318		Jason Hilton, Chris Stoeckert, Bjoern Peters, OBI-group	Term request: https://sourceforge.net/p/obi/obi-terms/791/					tiling microarray				Nimblegen	
OBI:0002128	Illumina Genome Analyzer	Illumina Genome Analyzer	pending final vetting	Illumina Genome Analyzer I	A DNA sequencer manufactured by Solexa as one of its first sequencer lines, launched in 2006, and capable of sequencing 1 gigabase (Gb) of data in a single run.	http://www.illumina.com/technology/next-generation-sequencing/solexa-technology.html		Person: Chris Stoeckert, Jason Hilton						DNA sequencer				Illumina	
OBI:0002129	Illumina HiSeq X Ten	Illumina HiSeq X Ten	pending final vetting	HiSeq X Ten	A DNA sequencer that consists of a set of 10 HiSeq X Sequencing Systems.	http://www.illumina.com/systems/hiseq-x-sequencing-system/system.html		Person: Chris Stoeckert, Jason Hilton, Sagar Jain, Richard Scheuermann						Illumina HiSeq series instrument				Illumina	
OBI:0002130	Illumina Infinium Omni5Exome-4 Kit	Illumina Infinium Omni5Exome-4 Kit	pending final vetting		An Illumina BeadChip which is an array that interrogates over 4.3 million whole-genome variants for genotyping and copy number variation.	http://www.illumina.com/products/by-type/microarray-kits/infinium-omni5-exome.html		Person: Chris Stoeckert, Jason Hilton						Illumina BeadChip					
OBI:0002131	Illumina Infinium MethylationEPIC v1.0 BeadChip	Illumina Infinium MethylationEPIC v1.0 BeadChip	pending final vetting		An Illumina methylation BeadChip which is an array that interrogates ~ 850,000 methylation sites per sample at single-nucleotide resolution.	http://www.illumina.com/content/dam/illumina-marketing/documents/products/datasheets/humanmethylationepic-data-sheet-1070-2015-008.pdf		Person: Chris Stoeckert, Jason Hilton						Illumina methylation BeadChip					
OBI:0002192	Leica Peloris rapid tissue processor	Leica Peloris rapid tissue processor	ready for release		An automatic tissue processor that is a dual retort tissue processor manufactured by the Leica company to provide fast, high quality tissue processing for histology laboratories.	http://drp8p5tqcb2p5.cloudfront.net/fileadmin/downloads_lbs/Leica%20PELORIS/User%20Manuals/Leica_Peloris_manual_EN.pdf		Chris Stoeckert, Helena Ellis			NCI BBRB			automatic tissue processor					
OBI:0002194	Microm Ergostar HM200	Microm Ergostar HM200	ready for release		A microtome that is manufactured by Microm and uses a vertical cutting stroke common to all rotary microtomes engaged by a horizontal sliding movement. An operating arm replaces the handwheel and is attached to both sides of the instrument for greater convenience to permit control of sectioning from the left or right.	http://www.ultra-medical.com/Microm-Ergostar-HM200-Microtome/en		Chris Stoeckert, Helena Ellis			NCI BBRB			microtome					
OBI:0002195	microtome blade	microtome blade	ready for release		A device that is the part of a microtome used to slice specimens to a desired thickness.	https://en.wikipedia.org/wiki/Microtome		Chris Stoeckert, Helena Ellis			NCI BBRB			device					
OBI:0002196	Sakura Low profile Accu-Edge microtome blade	Sakura Low profile Accu-Edge microtome blade	ready for release		A microtome blade that is manufactured by Feather and is disposable. The ultra-sharp blades section specimens without striations, distortion or chattering.	http://www.sakura.eu/Our-products/item/8/Microtomy/29/Accu-Edge-Disposable-Microtome-Blades		Chris Stoeckert, Helena Ellis			NCI BBRB			microtome blade					
OBI:0002487	microraft	microraft			A material separation device also commerically known as Isoraft, that is used to isolate single cells.	https://en.wikipedia.org/wiki/Microrafts		Stephen A. Fisher, Junhyong Kim, Dan Berrios						material separation device					
OBI:0002488	pipette	pipette			A device that is a laboratory tool commonly used in chemistry, biology and medicine to transport a measured volume of liquid, often as a media dispenser.	https://en.wikipedia.org/wiki/Pipette		Stephen A. Fisher, Junhyong Kim, Dan Berrios						device					
OBI:0002570	nCounter Mouse miRNA Expression array		requires discussion		A mouse array which is manufacutred by NanoString Technologies. Built upon color-coded molecular barcodes technology, the array profiles miRNA with increased specificity and sensitivty than microarrays.	https://www.nanostring.com/products/mirna-assays/mirna-panels	Kolbert, Christopher P., et al. ""Multi-platform analysis of microRNA expression measurements in RNA from fresh frozen and FFPE tissues."" PloS one 8.1 (2013): e52517. PMID:23382819	PERSON: Venkat Malladi, Chris Stoeckert, Jie Zheng, Alan Ruttenberg.  Mark A. Miller added based on http://purl.obolibrary.org/obo/OBI_0002013						assay array				NanoString Technologies	
OBI:0002586	digital acquisition card	digital acquisition card		DAQ device|digital acquisition and digital generation card	The digital acquisition card acts as the interface between the computer and a measurement device via the computer bus. It converts the signal generated by a measurement device (output from device) to a digital signal via an analog-to-digital converter, ADC. It also converts a digital signal to an analog signal via a digital-to-analog converter, DAC. This analog signal (e.g., stimulus) is fed to a measurement device (input to device).	Brenda Farrell, bfarrell@bcm.edu		Mark A. Miller						device	signal conversion function				
