ontology ID	label	editor preferred term	has curation status	alternative term	definition	definition source	example of usage	term editor	editor note	curator note	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	measurand	analyte	device	reagent	molecular label	input	output	target entity	target context	objective	associated axioms
OBI:0003110	gas chromatography mass spectrometry assay			GC-MS	A mass spectrometry assay combining mass spectrometry and gas chromatography for the qualitative as well as quantitative determination of compounds.	url:http://purl.bioontology.org/ontology/MESH/D008401		Michelle Giglio|Suvarna Nadendla|Rebecca Jackson			CFDE	https://github.com/obi-ontology/obi/issues/1417	subclass		mass spectrometry assay														
OBI:0003111	SOMAscan assay				An analyte assay that uses aptamers to detect protein analytes in serum. 	Rohloff JC, et al. Nucleic acid ligands with protein-like side chains: modified aptamers and their uses as diagnostic and therapeutic agents. Mol Ther Nucleic Acids. 2014;3:e201. 		Bjoern Peters|Randi Vita			ImmPort	https://github.com/obi-ontology/obi/issues/1308	subclass		analyte assay														
OBI:0003112	Olink assay				A proximity extension assay that uses quantitative polymerase chain reaction (qPCR) technology to determine the concentration/presence of proteins using a high-multiplex, high-throughput protein biomarker platform. The assay utilizes two distinct oligonucleotide-labeled antibodies (‘probes’) that bind at different sites for each detected protein. When the two probes are in close proximity, a new PCR target sequence is formed by a proximity-dependent DNA polymerization event. The resulting sequence is subsequently detected and quantified using standard real-time PCR.	https://www.olink.com/		Bjoern Peters|Randi Vita|Hector Guzman-Orozco			ImmPort	https://github.com/obi-ontology/obi/issues/1308	subclass		proximity extension assay														
OBI:0003113	proximity extension assay				An analyte assay that uses quantitative polymerase chain reaction (qPCR) technology to determine the concentration/presence of an analyte or analyte complex.	Bjoern Peters		Bjoern Peters|Randi Vita|Hector Guzman-Orozco			ImmPort	https://github.com/obi-ontology/obi/issues/1308	subclass		analyte assay 		polymerase chain reaction assay												
OBI:0003115	antigen detection by cytometric bead array assay				A cytometric bead array assay in which a series of beads are coated with antibodies specific to antigens of interest. Antigens of interest attach to antibodies on the beads. Fluorescent labeled secondary antibodies are used to detect the antigens of interest.	CMI-PB		CMI-PB				https://github.com/obi-ontology/obi/issues/1399	subclass		cytometric bead array assay											antigen			
OBI:0003116	antibody detection by cytometric bead array assay				A cytometric bead array assay that detects antigen-specific antibodies. In the assay a series of beads are coated with antigens which capture antibodies specific to the antigens. Fluorescent labeled secondary antibodies are used to detect the antibodies of interest. 	CMI-PB		CMI-PB				https://github.com/obi-ontology/obi/issues/1399	subclass		cytometric bead array assay											immunoglobulin complex			
OBI:0003117	3D molecular structure determination assay				An assay that determines the 3-dimensional configuration of a molecular entity or molecular complex.	IEDB		Bjoern Peters|Hector Guzman-Orozco				https://github.com/obi-ontology/obi/issues/1380	equivalent		3D structure determination assay										3D structural organization datum	('molecular entity' or 'complex of molecular entities')			
OBI:0003118	electron-microscopy 3D molecular structure determination assay				A 3D molecular structure determination assay that uses electron microscopy imaging.	IEDB		Bjoern Peters|Hector Guzman-Orozco				https://github.com/obi-ontology/obi/issues/1380	subclass		3D molecular structure determination assay						electron microscope								
OBI:0003122	3D cell structure determination assay				A 3D structure determination assay that determines the 3-dimensional configuration of a cell.	Hector Guzman-Orozco|Patrick Ray		Hector Guzman-Orozco|Patrick Ray				https://github.com/obi-ontology/obi/issues/1364	equivalent		3D structure determination assay			cell							3D structural organization datum	cell			
OBI:0003123	3D neural cell structure determination assay				A 3D cell structure determination assay that determines the 3-dimensional configuration of a neural cell.	Hector Guzman-Orozco|Patrick Ray		Hector Guzman-Orozco|Patrick Ray			Allen Institute for Brain Science	https://github.com/obi-ontology/obi/issues/1364	equivalent		3D cell structure determination assay										3D structural organization datum	neural cell			
OBI:0003124	neuron morphology assay				A 3D neural cell structure determination assay that determines the 3-dimensional configuration of a neuron.	Patrick Ray		Hector Guzman-Orozco|Patrick Ray			Allen Institute for Brain Science	https://github.com/obi-ontology/obi/issues/1364	subclass		3D neural cell structure determination assay										3D structural organization datum	neuron			
OBI:0003125	mosaicism with repeat frameshift genetic sparse labeling			MORF genetic sparse labeling	A 3D neural cell structure determination assay where sparse and stochastic methods are used to label genetically-defined neurons.	https://doi.org/10.1016/j.neuron.2020.07.019|https://biccn.org/teams/u01-yang		Patrick Ray			Allen Institute for Brain Science	https://github.com/obi-ontology/obi/issues/1364	subclass		3D neural cell structure determination assay										3D structural organization datum	neural cell			
OBI:0003126	neuron morphology reconstruction assay				A neuron morphology assay where the morphology or structure of a neuron is represented. Often, this assay is a combination of different assays (sparse labelling, fluorescent labeling, fMOST).	http://doi.org/10.1101/675280		Hector Guzman-Orozco|Patrick Ray	The representation of the morphology (3D structure) of a neuron can be a summary of various measurements relating to the dimensions of the neuron in question.		Allen Institute for Brain Science	https://github.com/obi-ontology/obi/issues/1364	subclass		neuron morphology assay														
OBI:0003148	albumin concentration assay				An albumin assay that measures the concentration of albumin in a specimen.			James A. Overton					subclass		albumin assay														
OBI:0003149	basophil percentage assay				A basophil assay that measures the percentage of basophils in a specimen.			James A. Overton					subclass		basophil assay														
OBI:0003150	calcium cation concentration assay				A calcium cation assay that measures the concentration of calcium cations in a specimen.			James A. Overton					subclass		calcium cation assay														
OBI:0003151	chloride concentration assay				A chloride assay that measures the concentration of chloride in a specimen.			James A. Overton					subclass		chloride assay														
OBI:0003152	cholesterol concentration assay				A cholesterol assay that measures the concentration of cholesterol in a specimen.			James A. Overton					subclass		cholesterol assay														
OBI:0003153	creatinine concentration assay				A creatinine assay that measures the concentration of creatinine in a specimen.			James A. Overton					subclass		creatinine assay														
OBI:0003154	eosinophil percentage assay				An eosinophil assay that measures the percentage of eosinophils in a specimen.			James A. Overton					subclass		eosinophil assay														
OBI:0003155	globulin concentration assay				A globulin assay that measures the concentration of globulin in a specimen.			James A. Overton					subclass		globulin assay														
OBI:0003156	hemoglobin concentration assay				A hemoglobin assay that measures the amount of hemoglobin in a specimen.			James A. Overton					subclass		hemoglobin assay														
OBI:0003157	high-density lipoprotein cholesterol concentration assay				A high-density lipoprotein cholesterol assay that measures the concentration of high-density lipoprotein cholesterol in a specimen.			James A. Overton					subclass		high-density lipoprotein cholesterol assay														
OBI:0003158	iron concentration assay				An iron assay that measures the concentration of iron cation in a specimen.			James A. Overton					subclass		iron assay														
OBI:0003159	low-density lipoprotein cholesterol concentration assay				A low-density lipoprotein cholesterol assay that measures the concentration of low-density lipoprotein cholesterol in a specimen.			James A. Overton					subclass		low-density lipoprotein cholesterol assay														
OBI:0003160	lymphocyte percentage assay				A lymphocyte assay that measures the percentage of lymphocytes in a specimen.			James A. Overton					subclass		lymphocyte assay														
OBI:0003161	metamyelocyte count assay				A metamyelocyte assay that measures the number of metamyelocytes in a specimen.			James A. Overton					subclass		metamyelocyte assay														
OBI:0003162	metamyelocyte percentage assay				A metamyelocyte assay that measures the percentage of metamyelocytes in a specimen.			James A. Overton					subclass		metamyelocyte assay														
OBI:0003163	methemoglobin percentage assay				A methemoglobin assay that measures the percentage of methemoglobin in a specimen.			James A. Overton					subclass		methemoglobin assay														
OBI:0003164	monocyte percentage assay				A monocyte assay that measures the percentage of monocytes in a specimen.			James A. Overton					subclass		monocyte assay														
OBI:0003165	myelocyte count assay				A myelocyte assay that measures the number of myelocytes in a specimen.			James A. Overton					subclass		myelocyte assay														
OBI:0003166	neutrophil percentage assay				A neutrophil assay that measures the percentage of neutrophils in a specimen.			James A. Overton					subclass		neutrophil assay														
OBI:0003167	phosphate ion concentration assay				A phosphate ion assay that measures the concentration of phosphate ions in a specimen.			James A. Overton					subclass		phosphate ion assay														
OBI:0003168	potassium(1+) concentration assay				A potassium(1+) assay that measures the concentration of potassium(1+) in a specimen.			James A. Overton					subclass		potassium(1+) assay														
OBI:0003170	reticulocyte percentage assay				A reticulocyte assay that measures the percentage of reticulocytes in a specimen.			James A. Overton					subclass		reticulocyte assay														
OBI:0003171	sodium(1+) concentration assay				A sodium(1+) assay that measures the concentration of sodium(1+) in a specimen.			James A. Overton					subclass		sodium(1+) assay														
OBI:0003172	thyroid stimulating hormone concentration assay				A thyroid stimulating hormone assay that measures the concentration of thyroid stimulating hormone in a specimen.			James A. Overton					subclass		thyroid stimulating hormone assay														
OBI:0003173	triglyceride concentration assay				A triglyceride assay that measures the concentration of triglycerides in a specimen.			James A. Overton					subclass		triglyceride assay														
OBI:0003174	3,3',5'-triiodothyronine concentration assay				A 3,3',5'-triiodothyronine assay that measures the concentration of 3,3',5'-triiodothyronine in a specimen.			James A. Overton					subclass		""3,3',5'-triiodothyronine assay""														
OBI:0003175	fibrinogen concentration assay				A fibrinogen assay that measures the concentration of fibrinogen in a specimen.			James A. Overton					subclass		fibrinogen assay														
OBI:0003176	free thyroxine concentration assay				A thyroxine assay that measures the concentration of free thyroxine in a specimen.			James A. Overton					subclass		thyroxine assay														
OBI:0003177	total thyroxine concentration assay				A thyroxine assay that measures the concentration of total thyroxine in a specimen.			James A. Overton					subclass		thyroxine assay														
OBI:0003180	direct bilirubin concentration assay				A bilirubin IXalpha assay that measures the concentration of direct bilirubin in a specimen.			James A. Overton					subclass		bilirubin IXalpha assay														
OBI:0003181	indirect bilirubin concentration assay				A bilirubin IXalpha assay that measures the concentration of indirect bilirubin in a specimen.			James A. Overton					subclass		bilirubin IXalpha assay														
OBI:0003182	total bilirubin concentration assay				A bilirubin IXalpha assay that measures the concentration of total bilirubin in a specimen.			James A. Overton					subclass		bilirubin IXalpha assay														
OBI:0003183	mean cell hemoglobin assay				A hemoglobin assay that measures the average concentration of hemoglobin in a population of erythrocytes.			James A. Overton					subclass		hemoglobin assay														
OBI:0003184	mean cell hemoglobin concentration assay				A hemoglobin assay that measures the concentration of hemoglobin in a specimen.			James A. Overton					subclass		hemoglobin assay														
OBI:0003185	mean platelet volume assay				A platelet assay that measures the average volume of platelets in a specimen.			James A. Overton					subclass		platelet assay														
OBI:0003186	immature neutrophil count assay				A neutrophil assay that measures the number of immature neutrophils in a specimen.			James A. Overton					subclass		neutrophil assay				immature neutrophil							immature neutrophil			
OBI:0003187	immature neutrophil percentage assay				An neutrophil assay that measures the percentage of immature neutrophils in a specimen.			James A. Overton					subclass		neutrophil assay				immature neutrophil							immature neutrophil			
OBI:0003188	nucleated erythrocyte percentage assay				An erythrocyte assay that measures the percentage of nucleated erythrocytes in a specimen.			James A. Overton					subclass		erythrocyte assay				nucleate erythrocyte							nucleate erythrocyte			
OBI:0003189	mean cell volume assay				An erythrocyte assay that measures the average volume of erythrocytes in a specimen.			James A. Overton					subclass		erythrocyte assay														
OBI:0003190	erythrocyte assay				A cytometry assay that measures the abundance and/or characteristics of erythrocytes.			James A. Overton					subclass		cytometry assay				erythrocyte							erythrocyte			
OBI:0003191	manual hematocrit assay				A hematocrit assay that measures the percentage of erythrocytes in a specimen by manual processes.			James A. Overton					subclass		hematocrit assay				erythrocyte							erythrocyte			
OBI:0003192	adiponectin assay				An analyte assay that measures the abundance of adiponectin			James A. Overton					subclass		analyte assay					adiponectin									
OBI:0003193	adiponectin concentration assay				An adiponectin assay that measures the concentration of adiponectin in a specimen.			James A. Overton					subclass		adiponectin assay					adiponectin									
OBI:0003194	creatine assay				An analyte assay that measures the abundance of creatine			James A. Overton					subclass		analyte assay					creatine									
OBI:0003195	creatine concentration assay				A creatine assay that measures the concentration of creatine in a specimen.			James A. Overton					subclass		creatine assay					creatine									
OBI:0003196	estradiol assay				An analyte assay that measures the abundance of estradiol			James A. Overton					subclass		analyte assay					estradiol									
OBI:0003197	estradiol concentration assay				An estradiol assay that measures the concentration of estradiol in a specimen.			James A. Overton					subclass		estradiol assay					estradiol									
OBI:0003202	leptin assay				An analyte assay that measures the abundance of leptin			James A. Overton					subclass		analyte assay					leptin									
OBI:0003203	leptin concentration assay				An leptin assay that measures the concentration of leptin in a specimen.			James A. Overton					subclass		leptin assay														
OBI:0003204	lipoprotein concentration assay				An analyte assay that measures the abundance of lipoprotein			James A. Overton					subclass		analyte assay					lipoprotein									
OBI:0003205	high-density lipoprotein concentration assay				A lipoprotein concentration assay that measures the concentration of high-density lipoprotein in a specimen.			James A. Overton					subclass		lipoprotein concentration assay					high-density lipoprotein									
OBI:0003206	low-density lipoprotein concentration assay				A lipoprotein concentration assay that measures the concentration of low-density lipoprotein in a specimen.			James A. Overton					subclass		lipoprotein concentration assay					low-density lipoprotein									
OBI:0003207	very-low-density lipoprotein concentration assay				A lipoprotein concentration assay that measures the concentration of very-low-density lipoprotein in a specimen.			James A. Overton					subclass		lipoprotein concentration assay					very-low-density lipoprotein									
OBI:0003208	luteinizing hormone assay				An analyte assay that measures the abundance of luteinizing hormone			James A. Overton					subclass		analyte assay					Luteinizing hormone									
OBI:0003209	luteinizing hormone concentration assay				A luteinizing hormone assay that measures the concentration of luteinizing hormone in a specimen.			James A. Overton					subclass		luteinizing hormone assay														
OBI:0003210	nitrite assay				An analyte assay that measures the abundance of nitrite			James A. Overton					subclass		analyte assay					nitrite									
OBI:0003211	nitrite concentration assay				A nitrite assay that measures the concentration of nitrite in a specimen.			James A. Overton					subclass		nitrite assay														
OBI:0003212	phospholipid assay				An analyte assay that measures the abundance of phospholipid			James A. Overton					subclass		analyte assay					phospholipid									
OBI:0003213	phospholipid concentration assay				A phospholipid assay that measures the concentration of phospholipids in a specimen.			James A. Overton					subclass		phospholipid assay														
OBI:0003214	progesterone assay				An analyte assay that measures the abundance of progesterone			James A. Overton					subclass		analyte assay					progesterone									
OBI:0003215	progesterone concentration assay				A progesterone assay that measures the concentration of progesterone in a specimen.			James A. Overton					subclass		progesterone assay														
OBI:0003216	testosterone assay				An analyte assay that measures the abundance of testosterone			James A. Overton					subclass		analyte assay					testosterone									
OBI:0003217	testosterone concentration assay				A testosterone assay that measures the concentration of testosterone in a specimen.			James A. Overton					subclass		testosterone assay														
OBI:0003218	bile salt assay				An analyte assay that measures the abundance of bile salt			James A. Overton					subclass		analyte assay					bile salt									
OBI:0003219	bile salt concentration assay				A bile salt assay that measures the concentration of bile salt in a specimen.			James A. Overton					subclass		bile salt assay														
OBI:0003220	fatty acid assay				An analyte assay that measures the abundance of fatty acid			James A. Overton					subclass		analyte assay					fatty acid									
OBI:0003221	free fatty acid concentration assay				A fatty acid assay that measures the concentration of free fatty acids in a specimen.			James A. Overton					subclass		fatty acid assay														
OBI:0003222	insulin assay				An analyte assay that measures the abundance of insulin			James A. Overton					subclass		analyte assay					insulin									
OBI:0003223	insulin concentration assay				A insulin assay that measures the concentration of insulin in a specimen.			James A. Overton					subclass		insulin assay														
OBI:0003224	follicle stimulating hormone assay				An analyte assay that measures the abundance of follicle stimulating hormone			James A. Overton					subclass		analyte assay					Follicle stimulating hormone									
OBI:0003225	follicle stimulating hormone concentration assay				A follicle stimulating hormone assay that measures the concentration of follicle stimulating hormone in a specimen.			James A. Overton					subclass		follicle stimulating hormone assay														
OBI:0003226	total lymphocyte count assay				A lymphocyte assay that measures the number of lymphocytes and large unstained cells in a specimen.			James A. Overton					subclass		lymphocyte assay														
OBI:0003227	total lymphocyte percentage assay				A lymphocyte assay that measures the percentage of lymphocytes and large unstained cells in a specimen.			James A. Overton					subclass		lymphocyte assay														
OBI:0003228	fluorescent immunospot assay			FLUOROSPOT	A cytometry assay that detects the presence of cells that secrete a material of interest (analyte). In the assay, a plate is coated with an antibody specific to the analyte of interest. These antibodies capture the analytes secreted by the cells. The analytes are then detected using fluorescent labeled secondary antibodies.	https://en.wikipedia.org/wiki/ELISpot#Mechanism_of_FluoroSpot		Hector Guzman-Orozco			CMI-PB	https://github.com/obi-ontology/obi/issues/1414	subclass		cytometry assay		fluorescence detection assay												
OBI:0003229	plasma proteomics assay				A proteomics profiling assay that detects proteins in a blood plasma specimen.	CMI-PB		Hector Guzman-Orozco			CMI-PB	https://github.com/obi-ontology/obi/issues/1414	subclass		proteomic profiling by array assay									blood plasma specimen					
OBI:0003230	T cell activation induced marker assay				A flow cytometry assay that detects the presence/amount of antigen-specific T cells without the need to identify their cytokine production. Instead, antigen-specific T cells are detected on the basis of upregulation of TCR stimulation-induced surface markers.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4955771/		Hector Guzman-Orozco			CMI-PB	https://github.com/obi-ontology/obi/issues/1414	subclass		flow cytometry assay														
OBI:0003232	cerebrospinal fluid assay				An assay that has a cerebrospinal fluid specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			cerebrospinal fluid specimen											
OBI:0003233	endotracheal aspirate assay				An assay that has an endotracheal aspirate specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			endotracheal aspirate specimen											
OBI:0003234	induced sputum assay				An assay that has an induced sputum specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			induced sputum specimen											
OBI:0003235	lung assay				An assay that has a lung specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			lung specimen											
OBI:0003236	milk assay				An assay that has a milk specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			milk specimen											
OBI:0003237	feces assay				An assay that has a feces specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			feces specimen											
OBI:0003238	umbilical cord blood assay				An assay that has an umbilical cord blood specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			umbilical cord blood specimen											
OBI:0003239	saliva assay				An assay that has a saliva specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			assay			saliva specimen											
OBI:0003240	cerebrospinal fluid microbiology assay				An organism identification assay that has a cerebrospinal fluid specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			cerebrospinal fluid specimen											
OBI:0003241	endotracheal tube aspirate microbiology assay				An organism identification assay that has an endotracheal aspirate specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			endotracheal aspirate specimen											
OBI:0003242	induced sputum microbiology assay				An organism identification assay that has an induced sputum specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			induced sputum specimen											
OBI:0003282	lung microbiology assay				An organism identification assay that has a lung specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			lung specimen											
OBI:0003283	pleural fluid microbiology assay				An organism identification assay that has a pleural fluid specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			pleural fluid specimen											
OBI:0003284	umbilical cord blood microbiology assay				An organism identification assay that has an umbilical cord blood specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			umbilical cord blood specimen											
OBI:0003285	nasopharyngeal or oropharyngeal swab microbiology assay				An organism identification assay that has a nasopharyngeal or oropharyngeal swab specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			('nasopharyngeal swab specimen' or 'oropharyngeal swab specimen')											
OBI:0003286	urine microbiology assay				An organism identification assay that has a urine specimen as evaluant.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1429			organism identification assay			urine specimen											
OBI:0003287	multiplex real time polymerase chain reaction assay			multiplexed real time polymerase chain reaction assay	A real time polymerase chain reaction assay in which multiple DNA sequences are amplified in a single cycle.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1431			real time polymerase chain reaction assay														
OBI:0003288	multiplex real time reverse-transcription polymerase chain reaction assay			multiplexed real time reverse-transcription polymerase chain reaction assay	A real time reverse-transcription polymerase chain reaction assay in which multiple DNA sequences are amplified in a single cycle.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1431			real time reverse-transcription polymerase chain reaction assay														
OBI:0003290	mosquito membrane feeding assay				An assay that evaluates host-to-mosquito transmission of a parasite organism by feeding a specimen of host blood infected with the parasite organism to a collection of mosquitoes through a mosquito membrane feeding device and, after a given time, dissecting the mosquitoes and counting the number of parasite organisms within them.	VEuPathDB	Testing the effectiveness of drugs or antibodies against parasite transmission.	John Judkins				https://github.com/obi-ontology/obi/issues/1439			assay			Culicidae	parasite organism		mosquito membrane feeding device								
OBI:0003294	modified acid-fast stain microscopy assay				A microscopy assay that uses staining to identify acid-fast organisms in a specimen and does not require heating.	NCIT:C85736|https://www.cdc.gov/dpdx/diagnosticprocedures/stool/staining.html		John Judkins				https://github.com/obi-ontology/obi/issues/1444	subclass		microscopy assay	staining													
OBI:0003296	antibodies from lymphocyte secretions assay			antibodies from lymphocyte supernatant assay|ALS assay	An assay that evaluates a blood specimen for antibodies currently being produced by lymphocytes in the specimen, by separating peripheral blood mononuclear cells, culturing them, and then collecting the supernatant containing the antibodies secreted from those cells.	VEuPathDB|OBI	PMID: 11329444.Clin Diagn Lab Immunol. 2001 May. Development of a Novel In Vitro Assay (ALS Assay) for Evaluation of Vaccine-Induced Antibody Secretion from Circulating Mucosal Lymphocytes.	John Judkins				https://github.com/obi-ontology/obi/issues/1443	subclass		assay			blood specimen	immunoglobulin complex										
OBI:0003297	tyramide signal amplification sequencing assay			TSA-seq	A DNA sequencing assay that uses tyramide signal amplification (TSA) to assess distance of DNA regions to a targeted nuclear compartment or protein, typically on a scale of 100-1000 nm.	PMID:30154186|EFO:0009971		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		DNA sequencing assay														
OBI:0003298	DNA adenine methyltransferase identification assay			DamID assay	An assay for identifying DNA binding sites for a protein by fusing it to Dam methylase, and expressing it so that bound DNA gets methylated. The methylated DNA can then be isolated and analyzed.	PMID:17545983|EFO:0008704		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		assay														
OBI:0003299	DamID-seq				A DNA adenine methyltransferase identification (DamID) assay in which DamID-generated DNA fragments undergo high-throughput sequencing to determine a protein's DNA-binding site.	4DN DCIC		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		DNA adenine methyltransferase identification assay		DNA sequencing assay												
OBI:0003300	nucleolus-associated domain sequencing assay			NAD-seq	A DNA sequencing assay in which nucleoli are isolated and the DNA associated with them is sequenced to identify nucleoli-associating domains.	PMID:31201210|EFO:0009972		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		DNA sequencing assay														
OBI:0003301	DNase Hi-C assay				A Hi-C assay in which DNase I is used for digesting DNA fragments rather than a restriction enzyme, which can result in a higher resolution of mapped chromosome contacts.	PMID:27685100|EFO:0009976		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		Hi-C assay														
OBI:0003302	micro-C assay				A Hi-C assay which uses micrococcal nuclease digestion in place of the restriction enzyme digestion step.	PMID:26119342|EFO:0008808		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		Hi-C assay														
OBI:0003303	single cell combinatorial indexing Hi-C assay			sci-Hi-C	A Hi-C assay performed on massively multiplexed single-cell samples.	PMID:28135255|EFO:0009977		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		Hi-C assay														
OBI:0003304	single nucleus Hi-C assay			sn-Hi-C	A Hi-C assay performed on isolated nuclei.	PMID:28355183|EFO:0009978		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		Hi-C assay														
OBI:0003305	single cell Hi-C assay				A Hi-C assay performed on a single cell.	EFO:0009979		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		Hi-C assay														
OBI:0003306	bulk Hi-C assay				A Hi-C assay in which the sample that is sequenced is derived from a collection of cells, such as a tissue sample or entire cell culture, and therefore provides results representative of the aggregate of sample cells.	4DN DCIC		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		Hi-C assay														
OBI:0003307	multi-contact Hi-C assay			MC-3C|MC-HI-C	A Hi-C assay that assesses interactions between multiple DNA fragments rather than only pairwise interactions as in traditional Hi-C. The experimental procedure of cross-linking, digestion, and ligation is performed similarly to traditional Hi-C, but after DNA is purified a long-read library is produced in which many ligated fragments may be contained in a single molecule. The library is then sequenced on a long read sequencer.	The 4D Nucleome Network		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		Hi-C assay														
OBI:0003309	transposase-mediated analysis of chromatin looping assay			TrAC-Loop	A DNA sequencing assay designed to detect interacting genomic regions. Rather than the traditional Hi-C approach of digestion and proximity ligation, the procedure involves transposase-mediated insertion of an oligonucleotide linker between the pair of interacting regions.	PMID:30150754|EFO:0009982		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		DNA sequencing assay														
OBI:0003310	split-pool recognition of interactions and tag extension assay			SPRITE	A sequencing assay designed to detect multi-way interactions between nucleic acids. The procedure involves crosslinking nuclei, and then splitting the lysate among wells in a 96-well or other multi-well plate. A different barcode is ligated to the fragments in each well, and the lysates are pooled together again. This sequence of splitting, tagging, and re-combining is repeated several times so that fragments with the same sequences of barcodes represent fragments that have co-associated throughout the experiment. Finally, a sequencing library is constructed and high-throughput sequencing is performed.	PMID:29887377|EFO:0009984		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		sequencing assay														
OBI:0003311	DNA split-pool recognition of interactions and tag extension assay			DNA SPRITE	A split-pool recognition of interactions and tag extension (SPRITE) assay that only assays interactions between regions of genomic DNA.	PMID:29887377|EFO:0009985		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		split-pool recognition of interactions and tag extension assay														
OBI:0003312	RNA-DNA split-pool recognition of interactions and tag extension assay			RNA-DNA SPRITE	A split-pool recognition of interactions and tag extension (SPRITE) assay in which RNA in the cross-linked complexes is converted to cDNA before the initial splitting step, allowing analysis of RNA-DNA interactions.	PMID:29887377|EFO:0009986		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		split-pool recognition of interactions and tag extension assay														
OBI:0003313	genome architecture mapping assay			GAM	A DNA sequencing assay designed to analyze 3D chromatin structure without relying on digestion and ligation. The procedure involves cryosectioning samples in random orientation, and then single nuclear profiles are isolated by laser microdissection. Each nuclear profile then undergoes high-throughput sequencing, and subsequent analysis can generate a matrix of inferred proximity between genomic regions.	PMID:28273065|EFO:0009987		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		DNA sequencing assay														
OBI:0003314	mapping RNA-genome interactions assay			MARGI	A nuclear ligation assay for probing RNA-DNA interactions in the nucleus. Nuclei are crosslinked, and RNA fragments are ligated to proximal DNA fragments via a special linker molecule. After reverse transcription, high-throughput sequencing is performed.	PMID:28132817|EFO:0009988		Michelle Giglio|Suvarna Nadendla			CFDE-4DN	https://github.com/obi-ontology/obi/issues/1472	subclass		nuclear ligation assay		DNA sequencing assay												
OBI:0003321	venous blood microbiology assay				A blood microbiology assay that identifies a microorganism in a venous blood specimen.	VEuPathDB		John Judkins				https://github.com/obi-ontology/obi/issues/1491	subclass		blood microbiology assay			venous blood specimen	organism										
